volume_id,0_spleen,1_spleen,2_spleen,3_spleen,4_spleen,5_spleen,6_spleen,7_spleen,8_spleen,9_spleen,0_liver,1_liver,2_liver,3_liver,4_liver,5_liver,6_liver,7_liver,8_liver,9_liver,seg_liver,seg_spleen
KORA2460371,253956,254076,254220,254100,254064,254028,254052,254064,254064,254088,1780392,1780236,1781052,1780812,1780740,1780800,1780488,1780548,1780272,1781004,1780680,254064
KORA2452437,201192,201156,201240,201060,201228,201108,201168,201156,201024,201168,1243728,1244040,1244136,1243476,1243584,1243944,1244244,1243812,1243428,1243944,1243824,201180
KORA2458342,290256,290220,290364,290424,290232,290220,290304,290196,290388,290412,2127576,2127588,2125932,2125584,2127204,2125872,2126280,2126304,2128176,2126832,2126712,290292
KORA2452604,168360,168432,168516,168480,168348,168348,168444,168456,168468,168384,1515456,1515456,1515132,1515588,1515684,1515540,1515276,1515744,1514916,1515768,1515540,168420
KORA2459890,200628,200724,200796,200664,200772,201060,200880,201036,200664,201036,1150356,1151208,1150092,1150356,1150140,1150368,1150032,1150320,1150356,1150632,1150440,200808
KORA2460697,418800,418764,418752,418848,418704,418704,418836,418680,418752,418728,2262228,2262792,2262432,2262060,2262996,2263128,2262144,2261616,2263044,2262252,2262420,418668
KORA2461460,115080,115104,115152,115056,115092,115044,115140,115116,115044,115056,1084548,1084776,1084764,1085040,1084464,1084812,1084596,1084848,1084968,1084596,1084800,115080
KORA2452252,170016,170076,170088,170196,170172,170076,170028,170136,170088,170100,1423476,1423596,1423032,1422948,1423308,1423200,1422996,1422912,1422996,1423320,1423200,170088
KORA2461008,258012,258288,258240,258216,258240,258168,258324,258168,258276,258300,1486152,1485756,1485108,1485396,1485540,1485228,1485276,1485000,1485828,1485180,1485456,258228
KORA2459582,190068,190092,190188,190116,189828,190212,190008,190128,190032,189996,1205304,1205820,1205676,1205040,1205196,1204992,1205448,1205004,1205244,1205112,1205208,190068
KORA2456535,186192,186240,186048,186228,186168,186216,186168,186360,186096,186120,1771068,1769652,1769964,1769952,1770540,1769088,1769856,1770204,1770288,1770372,1770060,186180
KORA2461381,159540,159492,159588,159660,159576,159648,159588,159540,159600,159444,1754088,1753896,1753908,1754136,1753848,1754112,1754040,1753704,1754040,1753344,1753944,159612
KORA2452744,285192,285300,285348,285120,285312,285396,285324,285324,285336,285252,2108172,2107788,2107788,2108040,2107860,2108436,2107476,2107644,2108880,2107536,2107992,285240
KORA2452291,183084,183204,183108,183204,183204,183084,183156,183252,183168,183252,1510212,1510308,1510032,1510452,1509744,1509888,1510092,1509756,1509984,1509924,1510056,183192
KORA2453822,197820,197856,197760,197940,197856,197736,197856,197868,197844,197892,1940292,1940412,1940256,1940412,1940268,1940016,1939548,1940724,1940532,1940004,1940400,197784
KORA2453380,228948,228768,228756,228696,228804,228792,228696,228840,228768,228684,1643784,1643376,1643556,1642836,1642896,1642608,1643700,1642944,1642728,1642728,1643040,228780
KORA2459095,361884,361752,361860,362004,361668,361788,361920,361668,361716,361620,2383140,2384436,2383440,2383356,2382996,2384388,2385492,2383296,2383344,2384508,2383788,361812
KORA2460611,320484,320496,320532,320436,320484,320472,320472,320532,320412,320376,2439912,2439708,2440584,2439672,2440368,2440188,2440296,2439768,2441196,2440392,2440584,320448
KORA2453858,184920,185004,185016,185088,184908,184992,184788,184896,185196,184884,1976256,1975584,1975536,1975584,1976424,1976160,1975476,1975584,1975416,1976004,1975752,184956
KORA2455764,221700,221724,221724,221628,221556,221592,221448,221616,221568,221760,1568676,1568076,1568376,1567932,1567884,1568304,1567572,1568448,1567956,1568628,1568352,221664
KORA2456619,221040,220920,220824,220812,220980,220896,220848,220824,220944,220896,2233632,2233788,2233608,2234052,2233704,2233056,2233836,2233512,2233476,2233368,2233500,220836
KORA2453262,179844,179964,179928,179652,179556,179892,179940,179976,179892,180072,1292484,1292424,1292484,1292556,1292436,1292496,1292724,1293324,1291872,1291908,1292484,179820
KORA2461542,254484,254424,254460,254688,254544,254400,254448,254352,254448,254376,1646700,1646448,1646676,1646136,1646400,1647096,1646484,1646496,1646676,1646724,1646676,254520
KORA2459925,131220,131184,131112,131520,131424,131208,131160,131076,131580,131232,1388712,1388916,1388616,1389180,1388688,1389240,1388496,1388952,1388952,1389024,1388964,131256
KORA2452698,158748,158820,158808,158628,158688,158628,158724,158760,158772,158724,2002368,2002584,2002020,2002008,2002092,2001936,2002032,2002368,2002104,2001744,2002092,158688
KORA2454887,324132,324204,324192,323988,324240,324348,324456,324108,324024,324084,1635000,1634748,1634412,1634688,1635120,1635252,1634772,1634748,1635264,1634928,1634796,324156
KORA2456422,289764,289932,289836,289788,289872,289836,289704,289764,289824,289860,1816644,1816692,1817040,1816764,1816308,1816500,1815864,1816596,1816344,1816284,1816524,289872
KORA2460796,401532,401472,401280,401304,401496,401388,401376,401364,401280,401472,1957968,1958580,1958040,1958664,1958412,1958208,1958160,1958484,1958280,1958076,1958280,401448
KORA2458169,188340,188388,188196,188376,188388,188328,188460,188208,188328,188244,1232496,1232148,1232472,1231992,1232196,1232124,1232388,1231860,1232484,1231992,1232220,188400
KORA2453800,199848,199860,199896,199980,200004,199968,199872,200004,199884,199944,2096844,2096688,2096364,2095968,2095872,2097420,2097000,2096376,2096292,2097108,2096676,199956
KORA2452566,232728,232668,232584,232680,232692,232584,232608,232704,232500,232632,2004828,2005068,2005188,2005224,2004384,2005452,2004132,2005044,2005044,2004732,2004792,232644
KORA2460408,145176,145188,145116,145056,145152,145080,145092,145164,145092,145116,1661652,1661268,1661736,1661592,1661508,1661772,1661280,1661172,1661652,1661280,1661496,145128
KORA2459818,244296,244176,244416,244296,244176,244440,243996,244392,244344,244476,1833900,1833396,1834356,1833960,1833780,1833432,1833840,1833672,1833864,1833876,1833744,244368
KORA2453108,368496,368472,368424,368532,368196,368424,368508,368592,368580,368592,1847028,1846296,1846404,1846812,1846572,1847076,1846572,1845984,1846404,1846596,1846572,368520
KORA2459258,266232,266196,266172,266184,266196,266232,266304,266232,266160,266328,1509516,1509528,1508952,1509480,1507920,1509108,1509228,1507980,1508988,1509600,1509216,266196
KORA2455443,128148,127968,128052,128220,128028,128304,128304,128160,128340,127968,1099020,1099116,1099344,1099392,1098972,1099428,1098708,1099008,1098624,1098828,1099176,128148
KORA2457826,87696,87624,87516,87588,87564,87660,87504,87516,87636,87636,1109676,1109856,1109028,1109940,1109532,1109544,1109412,1108920,1109664,1109436,1109520,87624
KORA2460450,377280,377448,377544,377496,377424,377232,377232,377328,377352,377400,2122380,2122560,2122848,2122284,2123196,2123364,2122512,2122812,2122044,2122536,2122668,377352
KORA2459780,136044,136200,136200,136068,136092,135948,136224,136116,136128,136068,1468836,1469232,1469172,1469412,1469040,1469076,1469172,1469412,1469412,1468836,1469196,136044
KORA2455375,207900,207792,207828,207888,207792,207960,207840,207972,207852,207948,1828572,1828968,1828764,1828380,1828512,1829148,1829196,1828704,1829076,1829328,1828956,207888
KORA2461274,210048,210024,209808,209916,209988,209928,210120,209940,209976,210012,2277048,2277120,2277084,2277432,2276784,2276880,2276832,2277636,2276952,2277360,2277144,209988
KORA2452542,162816,162936,162972,162900,162852,162972,162936,162828,163056,162876,1781328,1781436,1781400,1781304,1781448,1781868,1781220,1781664,1781316,1781688,1781508,162900
KORA2452769,207984,208116,208056,207996,208008,208164,207936,208128,207996,208008,1820208,1820388,1820904,1820496,1820604,1820628,1820688,1820940,1820784,1820508,1820592,207948
KORA2452902,126636,126780,126744,126576,126588,126612,126720,126600,126600,126672,1087752,1088064,1088316,1088208,1088016,1088112,1088460,1088040,1088052,1087956,1088244,126636
KORA2459365,302544,302460,302604,302580,302568,302520,302412,302652,302472,302628,1659288,1659024,1659216,1659360,1659144,1659156,1659000,1659432,1658676,1659480,1659156,302532
KORA2460576,193128,193128,193044,192996,193032,193092,192948,193056,193056,193188,1593744,1593912,1594032,1594032,1593960,1594152,1593936,1594260,1593864,1593624,1594092,193068
KORA2459670,146016,146088,146052,146148,146112,146016,145980,146268,146076,146100,1111104,1111320,1110576,1111452,1111368,1111428,1111620,1111344,1111656,1111296,1111368,146088
KORA2453207,168672,168744,168468,168684,168672,168468,168348,168588,168648,168624,1255788,1255668,1256040,1255920,1255956,1255788,1255392,1255908,1256340,1256100,1255944,168588
KORA2453015,148488,148404,148332,148416,148344,148332,148344,148332,148296,148512,1102020,1102092,1102440,1101780,1101720,1102068,1102152,1102296,1101984,1102272,1102152,148440
KORA2456636,244668,244704,244764,244740,244680,244644,244500,244692,244596,244644,1548084,1548840,1548228,1547976,1548720,1548348,1548576,1548756,1547604,1548216,1548324,244692
KORA2461588,366396,366480,366504,366348,366540,366600,366624,366396,366516,366504,1977480,1976700,1975296,1976544,1976340,1976868,1975764,1977060,1977540,1975944,1976412,366576
KORA2456230,142272,142380,142284,142320,142272,142284,142224,142212,142188,142320,1354392,1354020,1353888,1354080,1354284,1354176,1354152,1354284,1354200,1354080,1354164,142320
KORA2461902,248892,248976,249000,248736,248808,248976,249072,248880,248940,248988,2443440,2442264,2442540,2443164,2443104,2442240,2442096,2443176,2443752,2441796,2442768,248880
KORA2461135,177252,176940,177096,177096,177204,177156,177012,177324,177096,177072,1624104,1624344,1624224,1624488,1624068,1624308,1624488,1624308,1624068,1624536,1624380,177180
KORA2456120,317244,317292,317148,317184,317292,317340,317376,317244,317364,317316,1345716,1346052,1346352,1346100,1345776,1346040,1346592,1346988,1346292,1346148,1346280,317268
KORA2452930,289392,289464,289476,289344,289356,289332,289656,289416,289560,289380,1998168,1998156,1997904,1998156,1998528,1998432,1998096,1998492,1998576,1998372,1998324,289428
KORA2452879,156240,156228,156144,156204,156228,156300,156312,156288,156252,156240,1211496,1211568,1211664,1211520,1211532,1211364,1211952,1211820,1211376,1211616,1211412,156228
KORA2453352,153036,153228,153012,152880,153072,153084,153144,153108,153072,153156,1051716,1051656,1052172,1052052,1051812,1051560,1052100,1051008,1051572,1051860,1051752,153096
KORA2461775,322380,322464,322104,322320,322224,322332,322224,322368,322212,322260,2439924,2439732,2440044,2440356,2439492,2439360,2439780,2439708,2439840,2439552,2439780,322284
KORA2460360,173484,173448,173436,173424,173472,173568,173544,173436,173520,173616,1653156,1652928,1652472,1653108,1653384,1653396,1653012,1652832,1652652,1652796,1652976,173496
KORA2460238,405996,405828,405876,405936,405816,405876,405936,405852,405840,405780,2087364,2086764,2086512,2087304,2086428,2087232,2086896,2086140,2086092,2086668,2087016,405864
KORA2460354,173208,173088,173136,173160,173148,173088,173028,173088,173088,173052,2313264,2314044,2313312,2313756,2313012,2313660,2313372,2313552,2313360,2312688,2313408,173088
KORA2462194,171768,171792,171792,171972,171900,171816,171924,171912,171888,172008,1183752,1183752,1183644,1183428,1183344,1183836,1183644,1183884,1183632,1183428,1183668,171816
KORA2461801,160896,160824,160908,160824,160872,161040,160836,160896,160860,160884,1377432,1377576,1377384,1377072,1377936,1377564,1377660,1377552,1377396,1376892,1377348,160896
KORA2461700,131700,131832,131724,131664,131736,131832,131832,131700,131688,131904,1799364,1799376,1799184,1799136,1799064,1799112,1799292,1799172,1799280,1799700,1799352,131748
KORA2460461,116268,116616,116436,116520,116712,116328,116592,116496,116304,116544,1251984,1251696,1252764,1251804,1251816,1251852,1252296,1252188,1252200,1252848,1252080,116448
KORA2452520,128628,128700,128820,128820,128724,128604,128652,128676,128712,128592,1011852,1011612,1011204,1011636,1011660,1011684,1011612,1011732,1011324,1011360,1011444,128700
KORA2459431,224700,224784,224616,224820,224796,224784,224736,224712,224736,224880,1805976,1805496,1805424,1805904,1805628,1805796,1805460,1805856,1805952,1806084,1805544,224724
KORA2457938,154764,154692,154680,154752,154716,154716,154692,154716,154692,154728,1137852,1138068,1137552,1138236,1137924,1138032,1138140,1137300,1137396,1137696,1137744,154704
KORA2452392,292152,292116,292020,291996,291996,292152,292128,292212,292020,292020,1657104,1657248,1657164,1656864,1657164,1657116,1657116,1657068,1657716,1656864,1656972,292056
KORA2455852,192432,192600,192576,192684,192432,192648,192420,192564,192600,192480,1697604,1698108,1697664,1697952,1697856,1697664,1697544,1698132,1698180,1698312,1698012,192540
KORA2462405,217632,217776,217704,217680,217860,217680,217788,217692,217788,217704,1603212,1603020,1602948,1603068,1603608,1602660,1603488,1602936,1602828,1603164,1603092,217812
KORA2460856,293976,294192,293928,293868,294324,294048,294084,294120,294180,294120,1637268,1637448,1637232,1637616,1637148,1637352,1637160,1637112,1636836,1637040,1637220,294096
KORA2452471,176748,176652,176664,176820,176844,176712,176736,176760,176748,176964,1678968,1678716,1678824,1678656,1678836,1679040,1679484,1678596,1678788,1679268,1678836,176760
