volume_id,0_spleen,1_spleen,2_spleen,3_spleen,4_spleen,5_spleen,6_spleen,7_spleen,8_spleen,9_spleen,0_liver,1_liver,2_liver,3_liver,4_liver,5_liver,6_liver,7_liver,8_liver,9_liver,seg_liver,seg_spleen
KORA2461930,146400,147456,145800,146928,147732,145788,147108,144744,147192,148176,1036392,1032132,1036164,1032072,1035168,1032552,1036764,1033572,1035732,1039224,1032984,147060
KORA2453427,133740,133872,134124,136152,132372,135000,134340,134712,132744,134316,1366356,1373160,1370268,1370652,1365360,1370568,1371156,1366956,1370160,1368408,1368876,134232
KORA2459365,301320,302988,302580,302484,302172,302700,302424,302952,302028,302772,1661664,1659684,1659888,1655664,1660872,1661556,1660752,1666428,1659936,1662204,1660320,302256
KORA2462054,191640,195228,196536,193272,193488,194184,196104,193848,195732,193824,2048472,2052408,2050848,2042904,2047680,2048220,2055984,2040156,2053032,2051136,2047236,193956
KORA2461599,82584,81660,81876,83460,82752,83028,83424,81312,83928,82920,1403628,1411596,1412880,1409376,1400028,1402080,1411872,1410864,1407456,1410840,1407252,82356
KORA2455443,157560,161388,162444,157608,160740,157692,155220,157812,162228,158352,1204800,1170408,1172628,1198992,1166532,1161588,1169220,1182264,1200432,1188144,1175040,159816
KORA2461700,134364,133488,132492,133524,132360,132468,133128,134052,133608,134076,1808988,1815744,1810284,1804428,1809432,1806492,1816824,1811664,1808592,1809216,1809936,133236
KORA2453207,170316,166128,168384,166440,168732,170424,167268,168456,167808,168348,1256640,1261536,1256424,1254708,1254264,1257084,1256880,1252836,1250916,1255140,1256304,168636
KORA2453015,151776,151440,151992,151404,150744,151332,151056,151908,150600,150972,1100664,1094940,1102392,1101912,1101600,1100904,1102308,1101996,1100424,1096596,1100844,151128
KORA2459994,147288,146292,146484,146388,145728,145740,146568,146532,147252,147528,1124580,1123812,1124496,1123092,1117332,1122996,1120680,1122156,1127424,1126632,1122072,146496
KORA2452711,119748,119364,120900,120864,120168,121284,120072,120564,120816,120480,1462140,1465032,1469856,1467588,1463520,1469376,1467828,1466304,1469316,1461984,1465980,120252
KORA2462328,134268,135612,135924,133716,135300,135336,134268,134340,135900,135540,1323288,1324392,1320120,1322736,1329084,1319832,1319856,1322904,1323072,1322028,1321944,135192
KORA2462026,375000,377496,374796,373740,374040,374988,374208,371496,373332,372048,1631844,1622508,1637796,1631796,1636488,1637472,1633068,1632540,1635384,1634304,1633668,374328
KORA2460191,174540,175032,175392,174648,174804,174420,173736,174336,173928,176100,1478436,1481712,1488948,1484136,1476096,1481688,1482444,1472040,1477236,1483260,1480992,174444
KORA2452437,203040,203484,201984,201492,202272,202116,202728,203016,201084,202296,1258668,1257672,1260456,1264056,1257552,1259028,1258260,1259568,1259460,1264272,1259760,202020
KORA2452566,233232,232932,234912,233904,232728,233232,232992,234000,233976,234096,1995648,2008848,1993632,2005872,2003400,1999524,2004348,2004048,2007708,1998468,2001168,233376
KORA2461381,165336,165060,165636,164892,165108,163692,164580,164724,164280,163512,1756968,1763244,1762656,1771944,1766712,1759104,1759560,1765752,1760640,1762932,1762908,164340
